date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:02:13	8880/8880	---M--	200	added ('OK')	image/webp	etag:%221708545733.160252-8880-635572661%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_480/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5768797290f7dee2c.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_480/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/9ba474a9673a190e644da0cf60388f7b_480_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:13	5740/5740	---M--	200	added ('OK')	image/webp	etag:%221708545733.9383404-5740-1457263393%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_320/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5768797290f7dee2c.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_320/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/ececdd2504fabea18c2efa7de328c38e_320_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:14	6636/6636	---M--	200	added ('OK')	image/webp	etag:%221708544605.824367-6636-780407157%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5768797290f7dee2c.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/4b189c1a21d7061fec630883b21f7398_1200_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:16	8096/8096	---M--	200	added ('OK')	image/webp	etag:%221708545735.8884208-8096-794890779%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_900/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_900/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/c19403ca6e5566f8ec5e5e11ec788d7c_900_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:17	8096/8096	---M--	200	added ('OK')	image/webp	etag:%221708545736.9359183-8096-488640829%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_768/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_768/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/eb67209f4a1340da8a5005003424b55e_768_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:18	8096/8096	---M--	200	added ('OK')	image/webp	etag:%221708545738.0472832-8096-730206599%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_640/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_640/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/e6f79edf73d133ea186404460ac94457_640_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:19	9980/9980	---M--	200	added ('OK')	image/webp	etag:%221708545738.993339-9980-663359885%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_480/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_480/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/d1b8e5580b8cab11872c46693689ef25_480_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:20	6304/6304	---M--	200	added ('OK')	image/webp	etag:%221708545739.97512-6304-428478789%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_320/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_320/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/315c687e7b0f201ee463364477146cca_320_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:20	8096/8096	---M--	200	added ('OK')	image/webp	etag:%221708529468.4388041-8096-1318916804%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5acec211a1b08d595.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/2e22fbeb904517fab1b606defe7dd4e9_1200_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
14:02:22	7196/7196	---M--	200	added ('OK')	image/webp	etag:%221708545741.880971-7196-717165011%22	https://images.leadconnectorhq.com/image/f_webp/q_80/r_900/u_https://assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/649491c5c62ce82259ec8b9d.png	/Users/arg/websites/barbershoplocal/images.leadconnectorhq.com/image/f_webp/q_80/r_900/u_https_/assets.cdn.filesafe.space/Hc6ANtxmiWctVMQLvqwx/media/2397eb8b7ba211a55b90eb906cd5811d_900_80.webp	(from https://www.sundaybarbers.com/homepage-1595)
